PLAYER_ID,SEASON_ID,LOC_X,LOC_Y,SHOT_MADE,SHOT_ATTEMPT
1629014,2018-19,-23,6,0,1
1629014,2018-19,-22,6,0,1
1629014,2018-19,-22,7,1,1
1629014,2018-19,-22,8,0,1
1629014,2018-19,-22,10,1,1
1629014,2018-19,-20,17,1,1
1629014,2018-19,-20,20,0,1
1629014,2018-19,-19,19,0,1
1629014,2018-19,-18,20,0,1
1629014,2018-19,-18,22,0,1
1629014,2018-19,-16,24,0,1
1629014,2018-19,-16,29,0,1
1629014,2018-19,-15,25,0,1
1629014,2018-19,-15,26,1,1
1629014,2018-19,-14,14,1,1
1629014,2018-19,-13,8,0,1
1629014,2018-19,-13,18,1,1
1629014,2018-19,-13,27,1,1
1629014,2018-19,-13,29,0,1
1629014,2018-19,-11,9,0,1
1629014,2018-19,-11,27,1,1
1629014,2018-19,-10,10,1,1
1629014,2018-19,-10,28,0,1
1629014,2018-19,-9,7,1,1
1629014,2018-19,-9,19,0,2
1629014,2018-19,-6,11,1,1
1629014,2018-19,-5,29,1,1
1629014,2018-19,-4,7,0,1
1629014,2018-19,-2,21,1,1
1629014,2018-19,-1,11,0,1
1629014,2018-19,-1,19,0,1
1629014,2018-19,0,5,3,3
1629014,2018-19,0,6,2,2
1629014,2018-19,0,7,1,1
1629014,2018-19,0,8,1,1
1629014,2018-19,0,9,1,1
1629014,2018-19,0,32,1,1
1629014,2018-19,1,8,0,1
1629014,2018-19,2,6,1,1
1629014,2018-19,2,7,1,2
1629014,2018-19,2,14,0,1
1629014,2018-19,2,23,0,1
1629014,2018-19,3,6,0,1
1629014,2018-19,4,8,0,1
1629014,2018-19,4,12,0,1
1629014,2018-19,5,7,0,1
1629014,2018-19,5,14,1,1
1629014,2018-19,5,17,0,1
1629014,2018-19,7,29,0,1
1629014,2018-19,7,30,1,1
1629014,2018-19,8,28,1,1
1629014,2018-19,11,27,0,1
1629014,2018-19,13,16,1,1
1629014,2018-19,13,25,0,1
1629014,2018-19,16,23,0,1
1629014,2018-19,17,22,0,1
1629014,2018-19,17,23,0,1
1629014,2018-19,20,19,0,1
1629014,2019-20,-24,6,0,1
1629014,2019-20,-23,4,0,1
1629014,2019-20,-23,5,1,3
1629014,2019-20,-23,6,1,1
1629014,2019-20,-23,7,1,2
1629014,2019-20,-23,8,0,1
1629014,2019-20,-23,9,0,1
1629014,2019-20,-23,14,0,1
1629014,2019-20,-22,5,1,4
1629014,2019-20,-22,6,2,5
1629014,2019-20,-22,7,2,3
1629014,2019-20,-22,8,2,2
1629014,2019-20,-22,14,0,1
1629014,2019-20,-22,15,0,1
1629014,2019-20,-21,19,0,1
1629014,2019-20,-20,17,1,2
1629014,2019-20,-20,18,0,1
1629014,2019-20,-20,19,0,1
1629014,2019-20,-20,20,1,1
1629014,2019-20,-20,41,0,1
1629014,2019-20,-19,20,2,4
1629014,2019-20,-19,21,0,1
1629014,2019-20,-19,22,0,1
1629014,2019-20,-19,24,0,1
1629014,2019-20,-19,26,0,1
1629014,2019-20,-18,21,0,3
1629014,2019-20,-18,22,0,2
1629014,2019-20,-18,23,1,4
1629014,2019-20,-18,24,0,1
1629014,2019-20,-18,26,1,1
1629014,2019-20,-18,27,1,1
1629014,2019-20,-17,22,0,1
1629014,2019-20,-17,24,0,2
1629014,2019-20,-17,25,0,1
1629014,2019-20,-17,28,0,1
1629014,2019-20,-16,23,1,1
1629014,2019-20,-16,24,0,2
1629014,2019-20,-16,25,1,1
1629014,2019-20,-16,27,1,1
1629014,2019-20,-15,6,0,1
1629014,2019-20,-15,16,1,1
1629014,2019-20,-15,24,1,1
1629014,2019-20,-15,25,1,3
1629014,2019-20,-15,26,1,1
1629014,2019-20,-15,28,2,2
1629014,2019-20,-14,7,1,1
1629014,2019-20,-14,17,0,1
1629014,2019-20,-14,20,0,1
1629014,2019-20,-14,24,1,1
1629014,2019-20,-14,25,2,4
1629014,2019-20,-14,26,2,3
1629014,2019-20,-14,28,0,1
1629014,2019-20,-14,46,0,1
